"","EXER_AMT","AGE_TYPE","RENT_HR","RENT_TYPE","park","holiday","RENT_SPOT","GENDER_CD","USE_CNT","CARBON_AMT","MOVE_TIME"
"1379",221.17,"2","3","0","0","0","3","0","1",1.99,49
"1380",359.27,"2","5","0","1","1","1","1","1",3.24,126
"1381",1694.9,"1","6","0","1","0","2","1","0",14.6,382
"1382",149.94,"2","6","0","1","1","1","1","1",1.25,73
"1383",0,"5","6","0","0","0","3","1","1",0,32
"1384",138.98,"4","3","0","0","1","3","1","1",0.99,31
"1385",31.42,"3","1","1","0","0","3","1","1",0.27,8
"1386",176.42,"2","4","1","0","1","2","1","1",0.94,11
"1387",104.86,"2","5","1","1","0","2","1","1",0.77,23
"1388",62.73,"4","1","1","0","0","3","1","1",0.46,21
"1389",131.55,"4","3","0","1","1","1","0","1",1.4,119
"1390",548.11,"4","4","0","1","1","1","1","0",3.57,185
"1391",31.12,"4","6","1","0","1","2","1","1",0.3,8
"1392",70.69,"3","3","1","1","0","2","1","1",0.49,64
"1393",276.25,"2","5","0","1","1","1","0","1",2.38,64
"1394",132.74,"5","2","1","0","0","3","1","1",0.97,23
"1395",126.29,"5","5","1","0","1","3","1","1",1.09,42
"1396",23.99,"3","5","1","0","1","3","0","1",0.23,8
"1397",3.78,"4","3","1","1","1","1","0","1",0.04,42
"1398",57.66,"2","1","1","0","0","3","1","1",0.48,7
"1399",74.13,"2","4","1","1","0","2","0","1",0.72,56
"1400",81.61,"3","4","0","1","1","1","0","1",0.98,122
"1401",79.79,"3","5","0","1","1","3","0","1",0.72,56
"1402",47.04,"3","5","1","0","0","1","1","1",0.46,10
"1403",97.51,"2","5","0","0","1","3","0","1",1.19,60
"1404",72.18,"5","3","1","1","1","2","1","1",0.5,17
"1405",67.26,"3","4","0","1","1","1","1","1",0.49,54
"1406",328.56,"5","6","0","1","1","1","1","1",2.57,66
"1407",314.03,"3","5","0","0","1","3","1","1",2.63,80
"1408",37.07,"2","5","1","0","1","3","0","1",0.42,11
"1409",27.49,"4","1","1","1","0","2","1","1",0.21,6
"1410",71.4,"4","4","0","1","1","2","0","1",0.89,43
"1411",245.24,"5","4","1","0","0","2","1","1",2.21,35
"1412",25.04,"2","6","1","0","1","3","1","1",0.22,7
"1413",158.82,"2","5","1","0","1","3","0","1",1.43,56
"1414",105.71,"3","4","1","1","0","1","1","1",0.65,24
"1415",70.11,"4","2","0","0","1","2","0","1",0.76,21
"1416",122.31,"2","2","1","1","0","1","1","1",1.1,25
"1417",99,"2","6","1","0","0","2","1","1",0.87,21
"1418",2.22,"3","5","1","1","0","2","0","1",0.02,78
"1419",89.99,"3","5","1","1","1","2","0","1",0.91,20
"1420",53.64,"4","6","1","1","1","2","0","1",0.48,25
"1421",67.25,"3","6","1","1","0","2","0","1",0.76,14
"1422",142.67,"2","5","1","0","0","3","1","0",1.11,50
"1423",8.4,"4","2","1","1","1","3","0","1",0.09,3
"1424",114.84,"2","6","1","1","0","1","0","0",1.16,77
"1425",75.34,"5","2","1","1","0","1","0","1",0.76,59
"1426",74.81,"5","6","1","1","0","1","1","1",0.67,18
"1427",18.77,"5","6","1","0","0","2","1","1",0.14,3
"1428",60.19,"3","4","0","1","1","1","1","1",0.44,15
"1429",2.1,"3","4","1","0","1","3","0","1",0.02,2
"1430",48.71,"3","2","1","0","0","2","0","1",0.57,25
"1431",27.99,"4","1","1","0","0","2","1","1",0.22,4
"1432",48.29,"2","2","1","0","0","3","1","0",0.35,8
"1433",114.29,"2","3","0","1","1","2","0","1",1.03,109
"1434",9.92,"3","5","1","1","1","2","1","1",0.08,5
"1435",31.67,"3","1","1","1","0","2","1","1",0.22,5
"1436",128.35,"2","5","1","0","0","3","0","0",1.2,40
"1437",42.86,"5","6","1","1","0","2","1","1",0.34,4
"1438",145.76,"3","3","0","0","1","3","0","0",1.71,49
"1439",70.45,"1","4","1","0","1","3","1","1",0.52,150
"1440",241.42,"4","5","1","1","1","2","0","0",2.22,122
"1441",100.94,"5","4","1","1","0","2","1","1",0.83,24
"1442",11.53,"5","5","1","1","1","2","1","1",0.11,4
"1443",136.82,"3","5","0","0","1","3","0","1",1.78,77
"1444",26.25,"4","6","1","1","0","1","1","1",0.19,4
"1445",31.13,"2","6","1","1","0","2","0","1",0.46,16
"1446",233.8,"5","5","1","0","0","3","1","1",1.52,41
"1447",297.55,"4","3","1","0","1","1","0","1",2.68,95
"1448",54.1,"2","5","0","1","1","1","1","1",0.48,17
"1449",34.72,"2","4","0","1","1","1","0","1",0.48,23
"1450",172.96,"3","4","1","0","1","3","1","1",1.66,79
"1451",0,"2","6","1","0","0","3","1","1",0,10
"1452",34.74,"1","6","0","0","1","1","1","1",0.3,8
"1453",6.79,"2","5","1","0","1","3","0","1",0.08,18
"1454",164.87,"2","4","1","0","1","3","1","0",1.48,33
"1455",76.73,"2","6","0","1","1","2","1","1",0.49,17
"1456",144.07,"2","5","1","1","0","2","0","0",1.63,55
"1457",131.71,"5","3","1","1","1","1","1","1",0.91,22
"1458",209.34,"5","5","1","1","0","2","0","1",2.19,90
"1459",268.65,"4","5","1","0","0","3","0","1",1.97,53
"1460",19.56,"4","6","0","0","0","1","1","1",0.18,9
"1461",61.72,"2","5","0","1","0","2","0","1",0.61,11
"1462",38.38,"3","2","1","0","1","3","0","1",0.39,9
"1463",25.9,"1","3","1","0","1","3","1","1",0.25,9
"1464",39.71,"1","4","0","1","1","2","0","1",0.47,47
"1465",28.27,"4","1","1","1","0","3","1","1",0.24,8
"1466",30.89,"3","6","0","1","1","2","0","1",0.28,10
"1467",266.19,"5","3","0","1","1","1","1","0",2.02,98
"1468",32.74,"3","6","1","0","0","3","0","1",0.4,14
"1469",27.1,"5","3","1","0","0","1","0","1",0.24,7
"1470",118.31,"4","2","1","1","1","3","0","1",1.28,53
"1471",77.36,"3","4","1","1","1","2","1","0",0.82,30
"1472",12.97,"5","2","1","0","1","1","0","1",0.12,45
"1473",124.34,"2","6","1","1","1","1","0","1",1.46,59
"1474",92.14,"1","5","1","1","1","3","0","1",0.83,41
"1475",107.59,"5","3","1","1","1","2","0","1",0.97,35
"1476",11.98,"2","4","1","0","1","3","1","1",0.13,2
"1477",187.88,"3","6","1","1","0","2","1","1",1.69,34
"1478",12.8,"4","6","1","1","1","2","1","1",0.11,6
"1479",18.3,"5","3","0","1","1","1","0","1",0.19,52
"1480",15.08,"4","3","1","0","1","2","0","1",0.16,3
"1481",86.76,"3","5","1","0","0","3","1","1",0.73,18
"1482",40.15,"2","5","1","1","1","1","0","1",0.36,71
"1483",32.02,"4","3","0","1","1","1","1","1",0.29,37
"1484",138.32,"5","6","1","1","1","2","0","1",1.25,57
"1485",93,"4","4","1","0","1","3","1","1",0.84,25
"1486",184.14,"2","3","1","0","1","1","1","1",1.48,41
"1487",91.26,"4","6","0","1","0","2","1","1",0.71,30
"1488",41.18,"2","4","1","0","0","2","1","1",0.3,8
"1489",328.7,"3","4","1","1","0","2","0","0",2.21,62
"1490",17.27,"4","3","1","1","0","1","0","1",0.16,6
"1491",278.43,"5","2","1","0","0","1","1","1",2.36,53
"1492",43.46,"3","1","1","0","0","3","1","1",0.27,8
"1493",16.99,"2","3","1","0","0","3","0","1",0.15,5
"1494",113.04,"3","6","1","1","1","1","0","1",1.2,55
"1495",120.4,"5","3","1","0","1","2","1","1",1.02,49
"1496",0,"4","4","1","1","0","2","0","1",0,2
"1497",49.28,"5","5","1","1","1","2","1","1",0.37,8
"1498",66.05,"3","4","0","0","1","2","1","1",0.58,30
"1499",73.18,"2","2","1","0","1","1","1","1",0.39,9
"1500",34.46,"4","1","1","1","0","2","0","1",0.31,6
"1501",95.5,"3","5","1","1","0","1","0","1",0.86,41
"1502",772.91,"3","2","1","0","0","1","1","1",5.15,102
"1503",27,"2","3","1","0","1","3","1","1",0.25,7
"1504",52.88,"3","3","1","0","0","3","0","1",0.54,23
"1505",110.12,"4","1","1","0","0","3","0","1",0.99,29
"1506",5.7,"3","4","1","1","1","3","1","1",0.05,4
"1507",88.08,"2","4","1","1","0","1","0","1",1.15,33
"1508",14.15,"4","4","1","1","1","2","0","1",0.13,4
"1509",39.23,"2","2","1","0","1","3","0","1",0.38,12
"1510",16.41,"4","4","1","0","1","1","0","1",0.15,6
"1511",26.22,"4","4","0","1","1","2","1","1",0.2,23
"1512",699.75,"5","2","0","1","1","3","0","0",6.43,177
"1513",151.31,"3","4","0","1","1","1","1","0",1.04,46
"1514",204.6,"3","5","1","1","1","2","0","0",2.14,55
"1515",76.96,"3","5","0","1","1","1","0","1",0.69,22
"1516",97.68,"4","5","0","1","1","1","1","1",0.69,49
"1517",17.23,"2","1","1","0","0","2","1","1",0.16,4
"1518",131.39,"2","2","1","1","0","1","1","1",1.1,84
"1519",47.04,"2","5","1","1","0","1","0","1",0.5,31
"1520",56.84,"2","6","1","0","0","1","0","1",0.51,11
"1521",50.33,"3","1","0","1","1","2","1","1",0.36,11
"1522",5.65,"3","2","0","0","1","3","0","1",0.07,48
"1523",16.47,"4","1","1","0","1","3","1","1",0.12,2
"1524",22.24,"4","2","1","0","0","3","0","1",0.25,7
"1525",0,"2","3","1","0","1","3","1","1",0,2
"1526",54.89,"2","1","1","0","0","3","1","1",0.46,8
"1527",308.22,"3","5","1","1","1","2","1","0",2.26,60
"1528",244.49,"4","1","1","1","1","2","1","1",1.59,103
"1529",653.66,"2","5","0","0","0","2","1","1",6.28,131
"1530",110.79,"4","4","0","1","1","1","1","1",0.9,28
"1531",146.23,"3","4","0","1","1","1","0","1",1.32,42
"1532",98.84,"4","1","1","0","0","2","1","1",0.89,18
"1533",126.14,"3","4","1","1","1","1","0","1",1.14,46
"1534",318.89,"3","3","1","0","0","1","1","0",2.29,53
"1535",12.02,"3","3","1","0","0","3","1","1",0.11,3
"1536",44.27,"4","5","1","0","0","2","1","1",0.4,8
"1537",113.41,"3","4","1","1","1","2","1","1",0.83,14
"1538",41.73,"3","6","1","1","1","1","1","1",0.36,12
"1539",53.52,"2","2","1","0","0","3","1","1",0.42,9
"1540",148.17,"3","5","0","1","1","2","1","1",1.16,81
"1541",232.17,"4","3","1","0","1","3","1","1",2.09,51
"1542",104.23,"4","5","0","1","1","1","1","1",0.87,30
"1543",174.86,"3","5","1","0","0","1","1","0",1.54,48
"1544",23.09,"5","1","1","0","0","2","0","1",0.26,6
"1545",86.93,"5","2","1","1","0","3","1","1",0.68,28
"1546",101.04,"4","5","0","0","1","1","1","1",0.91,100
"1547",42.03,"2","3","0","0","1","3","1","1",0.29,18
"1548",57.36,"2","4","1","0","1","3","1","0",0.49,17
"1549",97.02,"5","3","0","1","1","2","0","1",1.14,96
"1550",24.71,"3","4","0","1","1","2","0","1",0.22,10
"1551",15.96,"4","4","1","0","0","3","0","1",0.14,3
"1552",88.61,"2","3","1","1","0","2","1","1",0.65,16
"1553",115.77,"1","3","0","0","0","3","0","1",1.04,40
"1554",291.63,"3","5","0","1","0","2","1","1",2.25,54
"1555",3.35,"3","5","0","1","1","2","0","1",0.03,49
"1556",16.74,"2","4","0","1","0","1","0","1",0.15,50
"1557",77.07,"3","6","0","1","1","2","1","1",0.61,16
"1558",356.76,"4","4","1","0","0","1","0","1",3.8,92
"1559",50.17,"4","6","1","1","1","1","1","1",0.42,7
"1560",48.51,"3","6","0","0","1","2","1","1",0.41,17
"1561",199.27,"4","4","1","0","0","1","1","1",1.64,40
"1562",51.9,"2","5","1","0","1","1","0","1",0.58,58
"1563",195.41,"4","3","1","1","1","2","0","1",1.91,44
"1564",90.42,"4","5","1","0","0","3","0","1",0.9,33
"1565",116.8,"2","6","1","0","0","2","1","0",0.94,38
"1566",200.77,"4","4","1","1","0","1","1","1",1.51,33
"1567",42.57,"2","5","1","0","1","3","0","0",0.45,11
"1568",233.56,"1","6","1","1","0","2","1","0",2.28,74
"1569",14.02,"3","2","1","0","0","3","1","1",0.13,3
"1570",34.24,"2","1","1","1","1","2","1","1",0.33,14
"1571",22.08,"3","4","1","1","0","1","0","1",0.24,87
"1572",0,"5","1","1","0","0","2","1","1",0,0
"1573",322.81,"4","5","1","1","0","1","1","1",2.63,43
"1574",50.09,"5","5","1","1","0","3","0","1",0.53,17
"1575",12.67,"5","5","1","0","1","3","0","1",0.11,3
"1576",235.47,"3","4","1","1","0","1","1","0",1.73,40
"1577",320.88,"3","6","0","1","0","2","0","0",3.11,188
"1578",22.23,"3","3","0","0","1","3","1","1",0.22,8
"1579",62.79,"4","5","1","1","0","2","1","0",0.49,40
"1580",45.13,"2","5","1","0","1","2","0","1",0.53,24
"1581",53.02,"4","3","1","1","0","3","0","1",0.48,18
"1582",170.88,"3","3","0","1","0","2","1","1",1.08,30
"1583",22.26,"2","4","1","0","1","3","1","1",0.15,6
"1584",12.02,"4","2","1","0","0","1","0","1",0.1,7
"1585",486.48,"5","4","0","1","1","2","1","0",4.39,124
"1586",37.17,"4","3","0","1","1","1","1","1",0.35,114
"1587",59.92,"3","2","1","1","1","2","1","1",0.42,8
"1588",66.18,"2","4","1","0","0","3","1","1",0.55,27
"1589",63.04,"5","2","1","0","0","2","1","1",0.46,10
"1590",22.49,"2","6","1","1","1","1","0","1",0.22,8
"1591",46.33,"3","2","1","1","0","1","0","1",0.42,11
"1592",11.84,"5","1","1","1","0","1","1","1",0.11,3
"1593",325.98,"4","5","1","1","1","2","1","0",2.73,80
"1594",72.71,"1","6","0","0","1","3","1","1",0.71,28
"1595",104.31,"4","2","0","1","1","1","0","0",1.13,94
"1596",15.15,"2","2","1","0","0","3","1","1",0.12,1
"1597",35.52,"3","2","0","0","0","3","0","1",0.32,10
"1598",129.37,"3","4","1","1","1","3","0","1",1.38,36
"1599",22.93,"4","5","1","1","1","2","0","1",0.21,5
"1600",28.23,"2","3","1","0","0","2","0","1",0.25,8
"1601",80.07,"1","3","0","0","1","1","0","1",0.78,123
"1602",11.58,"2","6","1","0","0","3","1","1",0.1,2
"1603",178.66,"4","4","0","1","0","1","1","1",1.61,37
"1604",68.59,"2","5","0","0","0","2","0","1",0.8,18
"1605",8.12,"4","6","1","1","0","2","1","1",0.07,3
"1606",0,"4","6","1","0","0","3","1","1",0,6
"1607",81.97,"4","5","0","0","0","3","0","1",1.04,33
"1608",255.05,"4","4","1","1","1","1","0","1",2.33,60
"1609",25.74,"2","6","0","1","0","1","1","1",0.23,11
"1610",76.63,"2","5","1","1","0","2","0","1",0.6,20
"1611",28.06,"4","6","1","0","0","3","1","1",0.18,6
"1612",13.54,"2","2","1","1","1","1","1","1",0.13,36
"1613",420.17,"2","2","0","1","0","2","0","0",3.5,104
"1614",0,"5","3","1","1","0","2","1","1",0,2
"1615",11.7,"3","4","1","1","1","1","1","1",0.11,7
"1616",65.19,"2","4","0","1","1","1","1","1",0.59,32
"1617",0,"1","5","1","0","0","3","0","1",0,2
"1618",271.77,"3","3","1","0","0","1","1","1",1.9,54
"1619",8.29,"5","2","1","1","0","2","0","1",0.09,6
"1620",48.3,"4","4","1","1","1","1","1","1",0.45,93
"1621",38.02,"3","6","0","0","1","3","1","1",0.32,6
"1622",281.22,"3","5","1","1","0","2","0","1",3.05,66
"1623",29.64,"3","1","1","0","0","3","1","1",0.19,7
"1624",24.55,"5","3","1","1","1","2","1","1",0.2,9
"1625",27.28,"5","1","1","0","1","3","1","1",0.19,9
"1626",265.65,"4","2","1","1","0","2","0","1",2.64,54
"1627",415.59,"5","4","1","1","1","2","1","1",3.63,87
"1628",17.76,"4","2","1","0","0","2","0","1",0.16,4
"1629",44.27,"2","1","1","0","0","2","0","1",0.4,10
"1630",159.22,"2","5","1","1","1","2","1","0",1.24,39
"1631",43.1,"5","2","1","1","1","2","1","1",0.39,21
"1632",138.9,"2","3","1","0","1","2","1","1",1.1,27
"1633",272.44,"3","3","0","0","0","2","1","1",2.25,58
"1634",251.19,"3","3","0","0","1","2","0","1",2.3,94
"1635",618.1,"5","5","1","1","0","2","1","0",5.25,216
"1636",32.87,"5","2","1","1","0","2","0","1",0.34,126
"1637",31.4,"5","6","1","0","0","3","1","1",0.28,10
"1638",329.6,"3","6","1","1","0","2","1","1",2.97,65
"1639",34.78,"3","6","1","0","0","2","1","1",0.34,14
"1640",10.83,"3","3","0","1","1","2","1","1",0.11,2
"1641",28.06,"3","5","0","0","0","3","1","1",0.25,7
"1642",17.11,"5","4","1","0","1","3","1","1",0.13,3
"1643",31.28,"5","5","1","0","1","3","1","1",0.28,9
"1644",76.39,"3","4","1","0","0","2","0","1",0.75,25
"1645",72.22,"4","2","1","1","0","2","1","1",0.47,77
"1646",40.41,"2","1","1","0","0","3","0","1",0.36,11
"1647",26.73,"5","2","1","1","1","2","1","1",0.21,6
"1648",37.09,"4","2","1","0","0","1","1","1",0.31,16
"1649",544.3,"5","4","1","0","0","2","1","1",4.31,102
"1650",247.37,"4","3","1","1","1","2","0","1",3.15,106
"1651",16.85,"5","3","1","1","1","2","0","1",0.18,5
"1652",270.39,"4","4","0","1","1","1","1","0",1.78,117
"1653",58.59,"1","3","0","1","0","1","1","1",0.64,40
"1654",23.7,"3","3","0","1","1","2","0","1",0.31,8
"1655",84.65,"4","4","1","1","1","1","1","1",0.66,45
"1656",108.08,"3","2","1","1","0","1","1","1",0.87,117
"1657",284.94,"3","5","1","0","0","2","0","1",2.57,82
"1658",14.61,"4","4","1","0","0","2","0","1",0.17,7
"1659",49.12,"2","2","1","0","1","3","1","0",0.46,15
"1660",23.42,"2","1","1","0","0","1","0","1",0.21,8
"1661",22.25,"4","2","0","0","0","3","1","1",0.14,4
"1662",22.57,"3","3","0","1","1","2","0","1",0.21,82
"1663",58.29,"5","6","1","1","0","2","1","1",0.43,11
"1664",33.17,"5","4","0","0","0","3","1","1",0.29,7
"1665",41.47,"2","5","0","0","0","3","1","1",0.36,11
"1666",599.33,"3","4","0","1","1","1","0","0",6.3,315
"1667",39.64,"4","6","1","0","1","1","1","1",0.33,23
"1668",3.9,"4","4","1","0","0","1","0","1",0.38,10
"1669",0,"2","6","1","1","1","1","1","1",0,6
"1670",51.91,"3","3","0","0","1","3","1","1",0.43,18
"1671",15.69,"4","3","1","1","0","3","1","1",0.11,13
"1672",46.89,"2","1","1","0","1","3","1","1",0.39,10
"1673",32.99,"2","5","1","0","0","3","1","1",0.23,6
"1674",132.24,"4","5","0","1","1","1","0","1",1.31,121
"1675",384.76,"4","3","1","0","0","2","1","1",3.05,49
"1676",48,"3","3","1","1","1","2","0","1",0.7,59
"1677",33.07,"3","2","1","1","0","1","1","1",0.3,10
"1678",373.7,"2","6","0","1","0","1","1","1",2.96,86
"1679",654.31,"4","6","1","1","1","1","1","1",5.9,110
"1680",56.55,"5","3","0","0","1","2","0","1",0.54,32
"1681",81.79,"2","4","1","1","1","2","1","1",0.56,14
"1682",125.95,"4","6","1","1","0","2","1","1",0.98,20
"1683",63.32,"2","4","0","0","0","1","0","1",0.57,18
"1684",69.24,"2","4","0","1","1","2","0","1",0.62,85
"1685",16.49,"1","6","1","0","0","3","0","1",0.18,15
"1686",91.63,"2","5","1","1","1","2","0","1",0.83,24
"1687",103.1,"2","5","1","1","0","2","1","1",0.93,41
"1688",25.26,"4","6","1","0","0","3","1","1",0.18,8
"1689",38.37,"2","6","1","1","1","2","0","1",0.35,9
"1690",43.31,"3","4","0","0","0","3","1","1",0.45,18
"1691",77.75,"2","5","0","0","1","3","1","1",0.59,16
"1692",165.11,"4","5","0","1","1","1","1","0",1.3,54
"1693",29.13,"3","1","1","1","0","3","1","1",0.22,9
"1694",161.9,"4","6","1","0","0","3","0","1",1.46,42
"1695",174.36,"2","6","0","1","0","1","1","0",1.35,43
"1696",527.3,"4","3","0","1","1","1","0","0",5.66,657
"1697",62.26,"2","3","1","1","0","2","1","1",0.51,23
"1698",433.04,"2","5","1","1","0","1","1","0",4.03,83
"1699",71,"5","3","1","0","1","3","1","1",0.6,13
"1700",43.59,"2","3","1","1","0","2","1","1",0.39,12
"1701",12.54,"2","2","1","1","1","2","0","1",0.11,8
"1702",48.65,"2","2","1","1","0","1","1","1",0.44,16
"1703",63.42,"5","6","1","1","0","2","0","1",0.73,21
"1704",60.06,"1","5","1","0","0","3","1","1",0.5,11
"1705",46.44,"5","3","1","0","0","3","0","0",0.57,34
"1706",148.08,"4","4","0","1","1","1","0","1",1.93,102
"1707",7.2,"5","6","1","1","0","1","1","1",0.05,101
"1708",23.59,"2","1","1","1","0","2","1","1",0.12,3
"1709",92.95,"3","3","1","1","1","2","1","1",0.76,29
"1710",40.12,"5","4","1","0","0","3","1","1",0.35,17
"1711",51.92,"4","5","1","0","1","2","0","1",0.53,17
"1712",254.2,"2","4","1","0","1","3","0","0",2.16,45
"1713",11.23,"2","3","1","0","1","3","0","1",0.1,6
"1714",41.58,"2","1","1","1","1","2","1","1",0.32,7
"1715",115.22,"3","2","0","1","1","2","0","0",1.23,45
"1716",68.73,"2","4","1","0","0","2","1","1",0.62,16
"1717",11.84,"5","2","1","0","1","3","0","1",0.11,112
"1718",15.52,"4","2","1","1","0","1","1","1",0.13,5
"1719",51,"4","3","1","0","1","3","1","1",0.43,19
"1720",347.33,"3","4","1","0","0","2","1","0",2.59,105
"1721",550.14,"5","4","1","0","1","2","1","1",4.36,95
"1722",9.63,"4","3","0","1","0","2","1","1",0.06,3
"1723",440.2,"1","5","0","0","1","1","1","0",3.81,110
"1724",101.46,"5","5","0","1","1","2","0","1",0.97,26
"1725",38.95,"3","5","1","1","1","2","1","1",0.38,12
"1726",423.13,"1","6","1","1","1","2","1","0",3.75,98
"1727",48.51,"2","3","1","1","1","2","1","1",0.44,10
"1728",218.99,"5","4","0","1","1","1","0","1",2.57,65
"1729",18.7,"2","4","1","0","0","3","0","1",0.24,9
"1730",69.5,"2","4","1","1","1","1","0","1",0.81,16
"1731",139.13,"5","4","1","1","0","1","1","1",1.09,24
"1732",131,"4","2","1","1","0","3","1","0",1.18,33
"1733",42.21,"1","6","1","1","1","2","1","1",0.38,14
"1734",104.76,"5","3","1","1","1","2","0","1",0.94,29
"1735",161.9,"3","5","1","0","1","2","1","1",1.46,32
"1736",122.74,"3","1","1","1","0","3","0","0",1.11,30
"1737",28.97,"3","2","1","1","1","2","1","1",0.27,12
"1738",25.31,"2","2","1","0","1","3","1","1",0.22,9
"1739",101.42,"3","3","0","0","0","1","0","1",0.91,29
"1740",22.33,"2","6","0","0","1","3","0","1",0.22,9
"1741",45.82,"2","5","1","1","0","2","1","1",0.43,13
"1742",14.25,"3","3","0","0","0","3","0","1",0.16,4
"1743",32.72,"2","3","1","0","0","3","0","1",0.35,14
"1744",47.4,"3","2","1","1","0","2","1","1",0.44,13
"1745",100.62,"3","3","0","0","1","2","1","1",0.84,29
"1746",84.94,"3","4","1","1","1","2","0","1",0.77,38
"1747",11.78,"1","4","1","0","1","3","1","1",0.14,3
"1748",67.95,"2","4","1","1","0","2","1","1",0.66,21
"1749",253.05,"5","4","1","0","1","1","0","0",2.53,97
"1750",179.92,"2","5","1","0","1","2","0","1",1.62,38
"1751",31.36,"2","4","1","0","0","3","1","1",0.2,5
"1752",39.64,"3","4","1","0","1","3","0","1",0.36,9
"1753",4.64,"4","5","1","0","1","3","0","1",0.06,5
"1754",15.73,"4","3","1","1","1","2","0","1",0.14,8
"1755",35.52,"3","1","0","1","0","2","1","1",0.32,8
"1756",51.08,"2","5","1","1","1","2","1","1",0.4,16
"1757",23.42,"4","6","1","0","0","3","1","1",0.21,4
"1758",405.93,"2","5","0","0","0","3","1","1",3.17,60
"1759",67.91,"3","2","1","1","1","3","0","1",0.8,36
"1760",106.31,"3","3","0","1","1","2","1","1",0.96,119
"1761",183.53,"5","1","1","0","1","3","1","1",1.65,52
"1762",288.25,"1","6","1","1","1","1","1","1",2.91,79
"1763",52.17,"3","3","1","0","0","2","1","1",0.36,8
"1764",1546.55,"4","5","0","1","1","1","1","0",12.73,326
"1765",11.63,"3","2","1","1","0","1","1","1",0.1,3
"1766",60.91,"2","5","1","0","1","3","1","0",0.6,14
"1767",47.2,"5","5","1","0","0","3","1","1",0.43,52
"1768",44.53,"2","5","1","0","0","3","1","1",0.4,16
"1769",45.82,"4","3","1","0","0","2","1","1",0.41,70
"1770",142.27,"5","4","1","1","0","2","1","1",1.16,57
"1771",0,"5","6","1","1","1","1","0","1",0,31
"1772",17.5,"3","4","0","1","0","2","0","1",0.16,6
"1773",48.54,"5","2","1","1","0","2","0","1",0.53,12
"1774",171.63,"3","3","1","1","0","2","0","1",2.01,67
"1775",111.77,"5","5","1","0","0","1","1","1",0.77,23
"1776",51.91,"2","1","1","1","0","1","1","1",0.48,12
"1777",31.22,"4","4","1","1","1","2","1","1",0.25,35
"1778",14.57,"3","5","1","1","1","1","0","1",0.19,11
"1779",13.34,"1","5","1","0","1","1","0","1",0.17,7
"1780",151.61,"3","4","1","1","0","3","1","1",1.37,57
"1781",122.63,"2","5","1","0","0","3","1","1",1.06,52
"1782",87.82,"3","5","1","1","0","2","0","0",0.84,72
"1783",30.59,"5","2","1","0","0","3","0","1",0.24,12
"1784",173.04,"2","5","1","1","0","2","0","0",1.72,43
"1785",51.82,"2","4","0","1","1","2","0","0",0.61,40
"1786",60.69,"2","1","1","0","0","2","1","0",0.48,14
"1787",11.71,"4","5","1","0","0","1","0","1",0.12,49
"1788",16.41,"2","1","1","0","0","2","0","1",0.15,5
"1789",337.48,"3","2","1","1","0","1","0","1",3.59,89
"1790",29.09,"5","4","1","1","0","2","1","1",0.26,16
"1791",96.13,"5","4","1","1","1","1","1","1",0.83,28
"1792",15.53,"2","4","0","0","1","3","1","1",0.14,5
"1793",65.59,"4","1","1","0","0","2","1","0",0.48,15
"1794",43.45,"5","5","1","1","1","2","1","1",0.37,82
"1795",172.26,"3","5","1","1","0","2","0","0",2.03,87
"1796",0,"3","6","0","1","1","1","0","1",0,44
"1797",126.99,"3","5","1","0","0","2","1","1",0.93,22
"1798",200.28,"1","5","0","1","1","1","0","1",1.81,60
"1799",31.71,"3","6","0","1","1","2","1","1",0.24,6
"1800",91.77,"4","1","0","1","1","1","1","1",0.72,60
"1801",154.75,"4","3","1","0","1","3","1","1",1.39,75
"1802",31.16,"1","5","1","0","1","3","0","1",0.28,15
"1803",560.71,"4","5","1","0","0","3","1","0",4.67,116
"1804",91.28,"2","6","0","1","0","2","0","1",1.07,33
"1805",20.26,"2","6","1","0","1","3","0","1",0.18,13
"1806",541.67,"4","5","1","1","0","2","1","0",3.76,63
"1807",222.85,"1","4","0","0","0","3","1","0",2.06,131
"1808",34.07,"3","6","1","0","1","3","1","1",0.31,9
"1809",19.56,"5","3","1","1","1","1","1","1",0.18,40
"1810",11.15,"4","3","1","1","1","1","1","1",0.09,3
"1811",66.81,"3","5","1","1","1","2","0","0",0.84,47
"1812",195.26,"2","5","1","1","0","1","1","0",1.63,53
"1813",44.72,"4","3","0","0","0","3","1","1",0.35,9
"1814",102,"2","6","0","1","1","3","1","1",0.95,25
"1815",164.22,"5","4","0","0","1","3","0","1",1.48,59
"1816",42.77,"3","5","0","1","0","1","1","1",0.38,12
"1817",254.4,"4","4","1","0","0","2","1","1",1.66,111
"1818",22.73,"5","4","0","1","1","2","1","1",0.2,9
"1819",89.81,"2","4","1","0","1","3","1","1",0.75,57
"1820",7.39,"5","5","1","1","0","1","1","1",0.06,1
"1821",23.17,"2","4","0","1","1","2","0","1",0.21,7
"1822",131.98,"3","2","1","1","1","2","1","1",1.21,38
"1823",24.62,"4","5","1","1","0","2","1","1",0.19,10
"1824",16.73,"3","1","1","0","0","1","1","1",0.15,5
"1825",74.92,"2","6","1","0","0","3","1","1",0.4,9
"1826",73.87,"5","4","1","0","1","3","1","1",0.67,20
"1827",0,"3","6","1","0","1","3","1","1",0,6
"1828",139.61,"3","5","1","1","0","1","0","0",1.53,28
